ssc_issue_key,title,factor,ssc_severity,feasibility_category,proposed_test_method,exact_observation_or_evidence,proposed_rule_logic,required_executor,required_external_data,authoritative_reference_type,authoritative_reference,implementation_complexity,confidence,notes,current_platform_support
uses_go_daddy_managed_wordpress,Website Hosted by GoDaddy’s Wordpress,application_security,info,TESTABLE_WITH_ENRICHMENT,"Correlate DNS/CNAME, TLS, HTTP platform headers and WordPress fingerprints against reviewed GoDaddy Managed WordPress documentation/signatures.","Independent fingerprint indicators, provider/product result, confidence and signature-catalog version.",Positive only when at least two provider/product indicators agree; otherwise indeterminate.,DNS+HTTP+TLS+FINGERPRINT,Versioned vendor fingerprint catalog,Vendor documentation,https://www.godaddy.com/help/managed-wordpress-1000020,MEDIUM,MEDIUM,"Service-use observation, not a vulnerability.",PARTIAL
waf_detected_v2,Web Application Firewall (WAF) Detected,application_security,info,TESTABLE_WITH_ENRICHMENT,Use passive HTTP/TLS/DNS signatures and documented headers to identify a WAF; do not send evasion or attack payloads.,"Header/CNAME/certificate indicators, vendor signature IDs, confidence and catalog version.",Positive when multiple passive indicators meet the versioned fingerprint threshold; generic CDN presence alone is insufficient.,HTTP+DNS+TLS_FINGERPRINT,Versioned vendor documentation/signature catalog,Vendor security documentation,Vendor WAF documentation per detected product,MEDIUM,MEDIUM,No active bypass testing.,PARTIAL
web_vuln_host_high,High Severity Content Management System vulnerabilities identified,application_security,medium,TESTABLE_WITH_ENRICHMENT,"Fingerprint the CMS/core/plugin/theme with exact versions or ingest authenticated inventory, normalize to CPE/package identities, and correlate to current vulnerability records.","CMS component/version evidence, CPE/package ID, CVE record revision, CVSS version/vector/base band and match confidence.",Finding when an identified CMS component version is affected by a CVE whose published CVSS band is high; unknown version is indeterminate and no exploit validation is allowed.,HTTP_FINGERPRINT+SBOM+CVE,NVD/CVE and vendor advisories,NVD / vendor advisory,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,"CVSS band is retained as source metadata, not mapped to internal severity or score impact.",PARTIAL
web_vuln_host_low,Low Severity Content Management System vulnerabilities identified,application_security,medium,TESTABLE_WITH_ENRICHMENT,"Fingerprint the CMS/core/plugin/theme with exact versions or ingest authenticated inventory, normalize to CPE/package identities, and correlate to current vulnerability records.","CMS component/version evidence, CPE/package ID, CVE record revision, CVSS version/vector/base band and match confidence.",Finding when an identified CMS component version is affected by a CVE whose published CVSS band is low; unknown version is indeterminate and no exploit validation is allowed.,HTTP_FINGERPRINT+SBOM+CVE,NVD/CVE and vendor advisories,NVD / vendor advisory,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,"CVSS band is retained as source metadata, not mapped to internal severity or score impact.",PARTIAL
web_vuln_host_medium,Medium Severity Content Management System vulnerabilities identified,application_security,medium,TESTABLE_WITH_ENRICHMENT,"Fingerprint the CMS/core/plugin/theme with exact versions or ingest authenticated inventory, normalize to CPE/package identities, and correlate to current vulnerability records.","CMS component/version evidence, CPE/package ID, CVE record revision, CVSS version/vector/base band and match confidence.",Finding when an identified CMS component version is affected by a CVE whose published CVSS band is medium; unknown version is indeterminate and no exploit validation is allowed.,HTTP_FINGERPRINT+SBOM+CVE,NVD/CVE and vendor advisories,NVD / vendor advisory,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,"CVSS band is retained as source metadata, not mapped to internal severity or score impact.",PARTIAL
web_vuln_host_v3_critical,Critical-Severity CVSS v3.0 Content Management System Vulnerability in Last Observation,application_security,low,TESTABLE_WITH_ENRICHMENT,"Fingerprint the CMS/core/plugin/theme with exact versions or ingest authenticated inventory, normalize to CPE/package identities, and correlate to current vulnerability records.","CMS component/version evidence, CPE/package ID, CVE record revision, CVSS version/vector/base band and match confidence.",Finding when an identified CMS component version is affected by a CVE whose published CVSS band is critical; unknown version is indeterminate and no exploit validation is allowed.,HTTP_FINGERPRINT+SBOM+CVE,NVD/CVE and vendor advisories,NVD / vendor advisory,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,"CVSS band is retained as source metadata, not mapped to internal severity or score impact.",PARTIAL
web_vuln_host_v3_high,High-Severity CVSS v3.0 Content Management System Vulnerability in Last Observation,application_security,low,TESTABLE_WITH_ENRICHMENT,"Fingerprint the CMS/core/plugin/theme with exact versions or ingest authenticated inventory, normalize to CPE/package identities, and correlate to current vulnerability records.","CMS component/version evidence, CPE/package ID, CVE record revision, CVSS version/vector/base band and match confidence.",Finding when an identified CMS component version is affected by a CVE whose published CVSS band is high; unknown version is indeterminate and no exploit validation is allowed.,HTTP_FINGERPRINT+SBOM+CVE,NVD/CVE and vendor advisories,NVD / vendor advisory,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,"CVSS band is retained as source metadata, not mapped to internal severity or score impact.",PARTIAL
web_vuln_host_v3_low,Low-Severity CVSS v3.0 Content Management System Vulnerability in Last Observation,application_security,low,TESTABLE_WITH_ENRICHMENT,"Fingerprint the CMS/core/plugin/theme with exact versions or ingest authenticated inventory, normalize to CPE/package identities, and correlate to current vulnerability records.","CMS component/version evidence, CPE/package ID, CVE record revision, CVSS version/vector/base band and match confidence.",Finding when an identified CMS component version is affected by a CVE whose published CVSS band is low; unknown version is indeterminate and no exploit validation is allowed.,HTTP_FINGERPRINT+SBOM+CVE,NVD/CVE and vendor advisories,NVD / vendor advisory,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,"CVSS band is retained as source metadata, not mapped to internal severity or score impact.",PARTIAL
web_vuln_host_v3_medium,Medium-Severity CVSS v3.0 Content Management System Vulnerability in Last Observation,application_security,low,TESTABLE_WITH_ENRICHMENT,"Fingerprint the CMS/core/plugin/theme with exact versions or ingest authenticated inventory, normalize to CPE/package identities, and correlate to current vulnerability records.","CMS component/version evidence, CPE/package ID, CVE record revision, CVSS version/vector/base band and match confidence.",Finding when an identified CMS component version is affected by a CVE whose published CVSS band is medium; unknown version is indeterminate and no exploit validation is allowed.,HTTP_FINGERPRINT+SBOM+CVE,NVD/CVE and vendor advisories,NVD / vendor advisory,https://nvd.nist.gov/; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,"CVSS band is retained as source metadata, not mapped to internal severity or score impact.",PARTIAL
webapp_vulnerable_to_spring4shell,Web application potentially vulnerable to Spring4Shell,application_security,low,TESTABLE_WITH_ENRICHMENT,"Identify Java/Spring deployment and exact affected component version through SBOM, package inventory, or high-confidence product fingerprint; correlate to CVE-2022-22965.","Component coordinates/version, deployment preconditions, evidence source, CVE/advisory revision and affected result.",Finding only when version and published vulnerable configuration preconditions are confirmed; do not submit exploit payloads.,SBOM+FINGERPRINT+CVE,Spring vendor advisory / NVD,Vendor advisory / NVD,https://nvd.nist.gov/vuln/detail/CVE-2022-22965,HIGH,HIGH,No exploit validation.,NOT_SUPPORTED
website_copyright_expired,Website Copyright is Not Current,application_security,info,DIRECTLY_TESTABLE,Parse visible footer text on an approved page set for copyright year/range expressions.,"Page URL, matched text hash, parsed start/end years, DOM location and observation year.",Observation when a valid copyright end year is earlier than the current year; no finding when no unambiguous expression exists.,HTTP_CRAWLER,None,Internal content policy,Organization web-content policy,LOW,MEDIUM,"This is a content-hygiene signal, not a security-risk or score-impact inference.",NOT_SUPPORTED
website_copyright_up_to_date,Website copyright is current,application_security,info,DIRECTLY_TESTABLE,Parse visible footer text on an approved page set for copyright year/range expressions.,"Page URL, matched text hash, parsed start/end years, DOM location and observation year.",Observation when a valid copyright end year is equal to or later than the current year; no finding when no unambiguous expression exists.,HTTP_CRAWLER,None,Internal content policy,Organization web-content policy,LOW,MEDIUM,"This is a content-hygiene signal, not a security-risk or score-impact inference.",NOT_SUPPORTED
website_defacement,Website defaced,application_security,info,TESTABLE_WITH_ENRICHMENT,Compare fetched/rendered content against an approved signed baseline using normalized DOM/text/media hashes and known maintenance windows.,"Baseline ID/signature, current hashes, changed regions, screenshot hash, deploy/maintenance context and reviewer disposition.",Finding only for high-distance unauthorized changes confirmed outside an approved deployment window; automated result initially requires review.,HTTP_CRAWLER+BASELINE_DIFF,Signed known-good content baselines and deployment calendar,Internal integrity-monitoring policy,Organization website integrity policy,HIGH,MEDIUM,"Without a trusted local baseline, reliable defacement detection is not possible.",NOT_SUPPORTED
websocket_receives_data,Site receives data over Websockets,application_security,low,DIRECTLY_TESTABLE,Instrument a headless browser during approved non-mutating flows and record WebSocket handshakes plus bounded frame metadata.,"Page, ws/wss URL, origin, direction, opcode, length, field-name hashes/synthetic marker matches and TLS state; payload values discarded.",Positive observation when the browser receives one or more application WebSocket data frames during a safe declared flow.,BROWSER_WEBSOCKET,None,IETF RFC / OWASP WSTG,https://www.rfc-editor.org/rfc/rfc6455.html; https://wstg.owasp.org/latest/4-Web_Application_Security_Testing/11-Client-side/10-WebSockets/,HIGH,MEDIUM,"Use synthetic markers; no fuzzing, authentication attacks or collection of user content.",NOT_SUPPORTED
websocket_requests_contain_sensitive_fields,Websocket requests contain sensitive fields or PII,application_security,high,TESTABLE_WITH_ENRICHMENT,"Instrument a browser during an approved synthetic or test-authenticated flow and classify bounded WebSocket frame fields against the reviewed application data schema.","Page, ws/wss URL, origin, direction, opcode, length, policy data class, schema provenance and synthetic-marker matches; payload values discarded.",Finding when an outbound frame contains a synthetic sensitive marker or a field established as sensitive by the approved schema; a suggestive field name alone is insufficient.,BROWSER_WEBSOCKET+AUTH_FLOW+DATA_POLICY,Approved test flow plus versioned PII/sensitive-field schema,IETF RFC / OWASP WSTG / internal data-classification policy,https://www.rfc-editor.org/rfc/rfc6455.html; https://wstg.owasp.org/latest/4-Web_Application_Security_Testing/11-Client-side/10-WebSockets/,HIGH,HIGH,"Browser execution is necessary but does not establish data sensitivity without application-specific context.",NOT_SUPPORTED
websocket_sends_data,Site may use WebSockets to send user data,application_security,low,DIRECTLY_TESTABLE,Instrument a headless browser during approved non-mutating flows and record WebSocket handshakes plus bounded frame metadata.,"Page, ws/wss URL, origin, direction, opcode, length, field-name hashes/synthetic marker matches and TLS state; payload values discarded.",Positive observation when the browser sends one or more application WebSocket data frames during a safe declared flow.,BROWSER_WEBSOCKET,None,IETF RFC / OWASP WSTG,https://www.rfc-editor.org/rfc/rfc6455.html; https://wstg.owasp.org/latest/4-Web_Application_Security_Testing/11-Client-side/10-WebSockets/,HIGH,MEDIUM,"Use synthetic markers; no fuzzing, authentication attacks or collection of user content.",NOT_SUPPORTED
x_content_type_options_incorrect_v2,Website does not implement X-Content-Type-Options Best Practices,application_security,low,DIRECTLY_TESTABLE,"Fetch approved pages, collect relevant response headers and effective CSP, normalize tokens, and compare to versioned secure-header policy.","URL, status, header values, parsed effective policy and internal policy version.",Finding when X-Content-Type-Options is absent or its normalized value is not exactly nosniff on policy-covered responses.,HTTP_CRAWLER,None,OWASP Secure Headers / W3C CSP,https://owasp.org/www-project-secure-headers/; https://www.w3.org/TR/CSP3/,LOW,HIGH,Current executor records presence but not complete value/effective-policy correctness.,PARTIAL
x_frame_options_incorrect_v2,Site Does Not Use Best Practices Against Embedding of Malicious Content,application_security,low,DIRECTLY_TESTABLE,"Fetch approved pages, collect relevant response headers and effective CSP, normalize tokens, and compare to versioned secure-header policy.","URL, status, header values, parsed effective policy and internal policy version.",Finding when neither an effective CSP frame-ancestors directive nor a valid X-Frame-Options DENY/SAMEORIGIN policy protects a page that is not explicitly frameable.,HTTP_CRAWLER,None,OWASP Secure Headers / W3C CSP,https://owasp.org/www-project-secure-headers/; https://www.w3.org/TR/CSP3/,LOW,HIGH,Current executor records presence but not complete value/effective-policy correctness.,PARTIAL
x_xss_protection_incorrect_v2,Website does not implement X-XSS-Protection Best Practices,application_security,info,TESTABLE_WITH_ENRICHMENT,"Fetch approved pages, collect X-XSS-Protection and CSP, then evaluate only against a versioned browser-estate policy that explicitly defines legacy support expectations.","URL, status, complete header values, effective CSP, browser-support matrix version and policy decision.",Finding only when the organization's approved legacy-browser policy requires a value and the observed value violates that policy; otherwise report informational inventory or not applicable.,HTTP_HEADERS+POLICY_ENRICHMENT,Versioned browser compatibility matrix and internal legacy-header policy,OWASP Secure Headers / W3C CSP,https://owasp.org/www-project-secure-headers/; https://www.w3.org/TR/CSP3/,MEDIUM,MEDIUM,"Major modern browsers removed this feature, while the imported SSC text recommends a legacy value; header presence alone cannot establish current best practice.",PARTIAL
ransomware_association,Ransomware-Susceptible Remote Access Services Exposed,cubit_score,high,TESTABLE_WITH_ENRICHMENT,Detect approved remote-access services with safe protocol fingerprints and correlate identified products/versions to CISA KEV ransomware-use evidence.,"Endpoint/protocol/product/version evidence, CVE IDs, KEV revision, ransomware-use flag and asset exposure.",Finding only when an exposed remote-access service is confidently identified and its affected CVE is authoritatively associated with ransomware; no exploit or login attempt.,PROTOCOL_FINGERPRINT+CVE+KEV,"CISA KEV, NVD/CPE and vendor advisories",CISA / NVD / vendor advisory,https://www.cisa.gov/known-exploited-vulnerabilities-catalog; https://csrc.nist.gov/pubs/ir/7695/final,HIGH,MEDIUM,Independent rule; it does not reproduce SSC Cubit aggregation.,PARTIAL
synth_high_risk_appsec_vulnerabilities,High-Risk Application Security Vulnerabilities,cubit_score,info,NOT_REPRODUCIBLE,"Do not implement a detector without a public, testable definition.",No independent deterministic observation has been identified.,Exclude from rule catalog unless a future credible method and evidence contract are approved.,None,None,Undocumented SSC methodology,SSC taxonomy only; no public detection specification identified,HIGH,LOW,This is an aggregate/synthetic conclusion without a public falsifiable definition. Constituent independently testable observations should remain separate.,NOT_SUPPORTED
synth_possible_initial_access,Possible Initial Access by Threat Actor,cubit_score,info,NOT_REPRODUCIBLE,"Do not implement a detector without a public, testable definition.",No independent deterministic observation has been identified.,Exclude from rule catalog unless a future credible method and evidence contract are approved.,None,None,Undocumented SSC methodology,SSC taxonomy only; no public detection specification identified,HIGH,LOW,This is an aggregate/synthetic conclusion without a public falsifiable definition. Constituent independently testable observations should remain separate.,NOT_SUPPORTED
dkim_insufficient_key_length,Insufficient DKIM Key Length,dns_health,info,TESTABLE_WITH_ENRICHMENT,"Obtain DKIM selectors from organization-approved mail samples or selector inventory, query selector._domainkey TXT, parse keys, and verify the sample signature where available.","Message/source ID without content, d=, s=, a=, DNS TXT hash, key algorithm/size and verification result.",Finding when a selector's RSA public key is below 1024 bits; policy warning below 2048 bits; Ed25519 handled per approved policy.,MAIL_SAMPLE+DNS,Authorized mail sample or managed selector inventory,IETF RFC,https://www.rfc-editor.org/rfc/rfc6376.html; https://www.rfc-editor.org/rfc/rfc8301.html,MEDIUM,HIGH,Selectors are not safely enumerable from DNS alone; never collect message bodies unnecessarily.,NOT_SUPPORTED
dkim_record_detected,DKIM Record Present,dns_health,info,TESTABLE_WITH_ENRICHMENT,"Obtain DKIM selectors from organization-approved mail samples or selector inventory, query selector._domainkey TXT, parse keys, and verify the sample signature where available.","Message/source ID without content, d=, s=, a=, DNS TXT hash, key algorithm/size and verification result.",Positive observation when an authorized message DKIM-Signature identifies a selector and the corresponding selector._domainkey TXT record contains a syntactically valid public key.,MAIL_SAMPLE+DNS,Authorized mail sample or managed selector inventory,IETF RFC,https://www.rfc-editor.org/rfc/rfc6376.html,MEDIUM,HIGH,Selectors are not safely enumerable from DNS alone; never collect message bodies unnecessarily.,NOT_SUPPORTED
dkim_weak_signature,DKIM Record Using Non-Secure Public Key Algorithm,dns_health,info,TESTABLE_WITH_ENRICHMENT,"Obtain DKIM selectors from organization-approved mail samples or selector inventory, query selector._domainkey TXT, parse keys, and verify the sample signature where available.","Message/source ID without content, d=, s=, a=, DNS TXT hash, key algorithm/size and verification result.",Finding when sampled authorized mail uses a= with a disallowed algorithm (including rsa-sha1) or its selected DNS key declares incompatible/weak parameters.,MAIL_SAMPLE+DNS,Authorized mail sample or managed selector inventory,IETF RFC,https://www.rfc-editor.org/rfc/rfc6376.html; https://www.rfc-editor.org/rfc/rfc8301.html,MEDIUM,HIGH,Selectors are not safely enumerable from DNS alone; never collect message bodies unnecessarily.,NOT_SUPPORTED
dmarc_contains_none,DMARC Record Contains None Policy,dns_health,info,DIRECTLY_TESTABLE,"Query TXT at _dmarc.<domain>, parse the single applicable DMARC record and determine inherited/effective policy per RFC 9989.","Queried name, DNS status, TXT record hash, parsed tags, organizational-domain basis and effective p/sp/np policy.",Finding when the applicable parsed DMARC policy is p=none (or the subdomain effective policy is none) under internal enforcement policy.,DNS,None,IETF RFC,https://www.rfc-editor.org/rfc/rfc9989.html,LOW,HIGH,Use a pinned Public Suffix List version for organizational-domain processing.,PARTIAL
dmarc_record_missing,DMARC Record Missing,dns_health,info,DIRECTLY_TESTABLE,"Query TXT at _dmarc.<domain>, parse the single applicable DMARC record and determine inherited/effective policy per RFC 9989.","Queried name, DNS status, TXT record hash, parsed tags, organizational-domain basis and effective p/sp/np policy.",Finding when DNS returns authenticated no-data/NXDOMAIN and no applicable organizational-domain policy exists; DNS errors are indeterminate.,DNS,None,IETF RFC,https://www.rfc-editor.org/rfc/rfc9989.html,LOW,HIGH,Use a pinned Public Suffix List version for organizational-domain processing.,PARTIAL
spf_record_malformed,Malformed SPF Record,dns_health,medium,DIRECTLY_TESTABLE,"Query domain TXT records, select v=spf1 records, parse/evaluate mechanisms with bounded DNS lookups, and retain the normalized policy.","Domain, DNS status, record hash, parse tree, lookup count, evaluation result and error class.","Finding when RFC 7208 parsing/evaluation returns permerror, including multiple SPF records or invalid syntax.",DNS,None,IETF RFC,https://www.rfc-editor.org/rfc/rfc7208.html,MEDIUM,HIGH,Do not equate email-policy posture with SSC score impact.,PARTIAL
spf_record_missing,SPF Record Missing,dns_health,low,DIRECTLY_TESTABLE,"Query domain TXT records, select v=spf1 records, parse/evaluate mechanisms with bounded DNS lookups, and retain the normalized policy.","Domain, DNS status, record hash, parse tree, lookup count, evaluation result and error class.",Finding when no v=spf1 TXT record exists; DNS timeout/SERVFAIL is indeterminate.,DNS,None,IETF RFC,https://www.rfc-editor.org/rfc/rfc7208.html,LOW,HIGH,"The DNS executor gathers prerequisite TXT evidence, but no active rule is linked to this SSC_API issue; support remains partial until the specific condition is evaluated.",PARTIAL
spf_record_softfail,SPF Record Contains a Softfail without DMARC,dns_health,info,DIRECTLY_TESTABLE,"Query domain TXT records, select v=spf1 records, parse/evaluate mechanisms with bounded DNS lookups, and retain the normalized policy.","Domain, DNS status, record hash, parse tree, lookup count, evaluation result and error class.",Finding when the terminal policy yields ~all and no enforcing DMARC policy mitigates it under internal email policy.,DNS,None,IETF RFC,https://www.rfc-editor.org/rfc/rfc7208.html,MEDIUM,HIGH,Do not equate email-policy posture with SSC score impact.,PARTIAL
spf_record_wildcard,SPF Record Found Ineffective,dns_health,medium,DIRECTLY_TESTABLE,"Query domain TXT records, select v=spf1 records, parse/evaluate mechanisms with bounded DNS lookups, and retain the normalized policy.","Domain, DNS status, record hash, parse tree, lookup count, evaluation result and error class.",Finding when the effective policy authorizes all senders (+all) or otherwise resolves to an internal-policy ineffective authorization set.,DNS,None,IETF RFC,https://www.rfc-editor.org/rfc/rfc7208.html,MEDIUM,HIGH,Do not equate email-policy posture with SSC score impact.,PARTIAL
subdomain_dmarc_contains_none,Subdomain DMARC Record Contains None Policy,dns_health,info,DIRECTLY_TESTABLE,"Query TXT at _dmarc.<approved-subdomain>, parse the single applicable DMARC record and determine inherited/effective policy per RFC 9989.","Queried name, DNS status, TXT record hash, parsed tags, organizational-domain basis and effective p/sp/np policy.",Finding when the applicable parsed DMARC policy is p=none (or the subdomain effective policy is none) under internal enforcement policy.,DNS,None,IETF RFC,https://www.rfc-editor.org/rfc/rfc9989.html,LOW,HIGH,Use a pinned Public Suffix List version for organizational-domain processing.,PARTIAL
outdated_browser,Outdated Web Browser Observed,endpoint_security,low,EXTERNAL_DATA_REQUIRED,"Ingest organization-authorized EDR/MDM or web telemetry that identifies client browser versions, then compare with vendor-supported release data.","Managed device/pseudonymous client ID, observed browser product/version, last-seen time, vendor lifecycle-data revision and support result.",Finding when a reliably identified managed client version is outside vendor support or below an approved minimum; anonymous user-agent strings alone are insufficient.,EXTERNAL_INTEL_INGEST,EDR/MDM or consented first-party client telemetry plus vendor lifecycle data,Reputable threat-intelligence source / internal telemetry,Vendor lifecycle documentation; internal endpoint policy,HIGH,HIGH,External client telemetry is required; an external perimeter scanner cannot reliably inventory end-user software.,NOT_SUPPORTED
outdated_os,Outdated Operating System Observed,endpoint_security,medium,EXTERNAL_DATA_REQUIRED,"Ingest organization-authorized EDR/MDM or web telemetry that identifies client operating system versions, then compare with vendor-supported release data.","Managed device/pseudonymous client ID, observed operating system product/version, last-seen time, vendor lifecycle-data revision and support result.",Finding when a reliably identified managed client version is outside vendor support or below an approved minimum; anonymous user-agent strings alone are insufficient.,EXTERNAL_INTEL_INGEST,EDR/MDM or consented first-party client telemetry plus vendor lifecycle data,Reputable threat-intelligence source / internal telemetry,Vendor lifecycle documentation; internal endpoint policy,HIGH,HIGH,External client telemetry is required; an external perimeter scanner cannot reliably inventory end-user software.,NOT_SUPPORTED
ransomware_victim,Domain Advertised as Ransomware Victim,hacker_chatter,high,EXTERNAL_DATA_REQUIRED,"Ingest a contracted, provenance-bearing threat-intelligence assertion that names the organization/domain and analyst classification.","Provider, report/assertion ID, subject domain, first/last seen, actor/ransomware label, confidence, analyst review and retention class.",Finding only for a current provider assertion above the approved confidence threshold and confirmed by analyst review.,EXTERNAL_INTEL_INGEST,Licensed dark-web/ransomware/threat-actor intelligence,Reputable threat-intelligence source / internal telemetry,https://www.cisa.gov/stopransomware; https://attack.mitre.org/,HIGH,MEDIUM,Public protocol scans cannot establish hacker-chatter or victim claims; avoid scraping illicit forums directly.,NOT_SUPPORTED
targeted_by_threat_actor_group,Domain Targeted By Threat Actor Group,hacker_chatter,info,EXTERNAL_DATA_REQUIRED,"Ingest a contracted, provenance-bearing threat-intelligence assertion that names the organization/domain and analyst classification.","Provider, report/assertion ID, subject domain, first/last seen, actor/ransomware label, confidence, analyst review and retention class.",Finding only for a current provider assertion above the approved confidence threshold and confirmed by analyst review.,EXTERNAL_INTEL_INGEST,Licensed dark-web/ransomware/threat-actor intelligence,Reputable threat-intelligence source / internal telemetry,https://www.cisa.gov/stopransomware; https://attack.mitre.org/,HIGH,MEDIUM,Public protocol scans cannot establish hacker-chatter or victim claims; avoid scraping illicit forums directly.,NOT_SUPPORTED
active_cve_exploitation_attempted,Active CVE Exploitation Attempted,ip_reputation,low,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'Active CVE Exploitation Attempted' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Approved IP/malware/botnet reputation feed and/or internal IDS/NetFlow/EDR telemetry,Reputable threat-intelligence source / internal telemetry,https://abuse.ch/; https://www.spamhaus.org/blocklists/; https://www.misp-project.org/; https://attack.mitre.org/,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
adware_installation,Adware Installation,ip_reputation,low,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'Adware Installation' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Approved IP/malware/botnet reputation feed and/or internal IDS/NetFlow/EDR telemetry,Reputable threat-intelligence source / internal telemetry,https://abuse.ch/; https://www.spamhaus.org/blocklists/; https://www.misp-project.org/; https://attack.mitre.org/,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
adware_installation_trail,Adware Installation Trail,ip_reputation,low,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'Adware Installation Trail' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Approved IP/malware/botnet reputation feed and/or internal IDS/NetFlow/EDR telemetry,Reputable threat-intelligence source / internal telemetry,https://abuse.ch/; https://www.spamhaus.org/blocklists/; https://www.misp-project.org/; https://attack.mitre.org/,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
attack_detected,Attack Detected,ip_reputation,low,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'Attack Detected' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Approved IP/malware/botnet reputation feed and/or internal IDS/NetFlow/EDR telemetry,Reputable threat-intelligence source / internal telemetry,https://abuse.ch/; https://www.spamhaus.org/blocklists/; https://www.misp-project.org/; https://attack.mitre.org/,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
cobalt_strike_c2_detected,Cobalt Strike C2 Detected,ip_reputation,info,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'Cobalt Strike C2 Detected' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Approved IP/malware/botnet reputation feed and/or internal IDS/NetFlow/EDR telemetry,Reputable threat-intelligence source / internal telemetry,https://abuse.ch/; https://www.spamhaus.org/blocklists/; https://www.misp-project.org/; https://attack.mitre.org/,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
compromised_by_information_stealer,Information Stealer Detected,ip_reputation,info,EXTERNAL_DATA_REQUIRED,"Ingest time-bounded, provenance-bearing intelligence or internal detection events and correlate them to an in-scope IP at the event time.","Feed/provider, indicator/event ID, IP, classification, first/last seen, confidence, event time, dataset version and corroboration.",Finding only when a current high-confidence assertion/event explicitly classifies the IP as 'Information Stealer Detected' and asset ownership/time overlap are verified; do not infer from open ports.,EXTERNAL_INTEL_INGEST,Approved IP/malware/botnet reputation feed and/or internal IDS/NetFlow/EDR telemetry,Reputable threat-intelligence source / internal telemetry,https://abuse.ch/; https://www.spamhaus.org/blocklists/; https://www.misp-project.org/; https://attack.mitre.org/,MEDIUM,MEDIUM,"This signal depends on third-party sensors or internal traffic/endpoint telemetry, not deterministic perimeter probing.",NOT_SUPPORTED
